33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.97 , -118.24 , 44.8
33.94 , -118.24 , 32
33.94 , -118.24 , 32
33.94 , -118.24 , 32
33.94 , -118.24 , 32
33.94 , -118.24 , 32
33.94 , -118.24 , 32
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
33.96 , -118.27 , 40.4
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.07 , -118.31 , 72.5
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.05 , -118.31 , 53.6
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.04 , -118.29 , 61.9
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34.02 , -118.28 , 59
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
34 , -118.34 , 88.5
33.94 , -118.38 , 28.5
33.94 , -118.38 , 28.5
33.94 , -118.38 , 28.5
33.94 , -118.38 , 28.5
33.94 , -118.38 , 28.5
33.94 , -118.38 , 28.5
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34 , -118.25 , 57.7
34 , -118.25 , 57.7
34 , -118.25 , 57.7
34 , -118.25 , 57.7
34 , -118.25 , 57.7
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.06 , -118.24 , 93.2
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.24 , 77.9
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.04 , -118.25 , 75.4
34.03 , -118.26 , 69.4
34.03 , -118.26 , 69.4
34.03 , -118.26 , 69.4
34.03 , -118.26 , 69.4
34.03 , -118.26 , 69.4
34.02 , -118.35 , 30.9
34.02 , -118.35 , 30.9
34.02 , -118.35 , 30.9
34.02 , -118.35 , 30.9
34.02 , -118.35 , 30.9
34.02 , -118.35 , 30.9
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.05 , -118.26 , 89.1
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.02 , -118.31 , 44.9
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.04 , -118.34 , 49.8
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.06 , -118.31 , 64.9
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.03 , -118.24 , 73.6
34.02 , -118.15 , 59.8
34.02 , -118.15 , 59.8
34.02 , -118.15 , 59.8
34.02 , -118.15 , 59.8
34.02 , -118.15 , 59.8
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.01 , -118.2 , 58.4
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
34.06 , -118.43 , 92.8
