-2505451.97438376, 4664825.39887438 , 3543662.28632645
-2505451.97438376, 4664825.39887438 , 3543662.28632645
-2505451.97438376, 4664825.39887438 , 3543662.28632645
-2505451.97438376, 4664825.39887438 , 3543662.28632645
-2505451.97438376, 4664825.39887438 , 3543662.28632645
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2506336.432893  , 4666472.14547354 , 3540909.24719295
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508189.3630879 , 4664061.90797507 , 3542744.78896995
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508195.28960329, 4656277.10132171 , 3552840.44945474
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2508791.94424499, 4657384.74607212 , 3551013.15846762
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507457.10715709, 4658800.95992055 , 3550089.41256577
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2507233.29110179, 4660333.95492336 , 3548252.51728213
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2512689.63190307, 4658776.43699462 , 3546397.07520873
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2517732.66215115, 4660336.64047628 , 3540911.20132845
-2508492.92791692, 4656829.64460651 , 3551925.82267911
-2508492.92791692, 4656829.64460651 , 3551925.82267911
-2508492.92791692, 4656829.64460651 , 3551925.82267911
-2508492.92791692, 4656829.64460651 , 3551925.82267911
-2508492.92791692, 4656829.64460651 , 3551925.82267911
-2505380.6320054 , 4662740.1044606  , 3546414.29835016
-2505380.6320054 , 4662740.1044606  , 3546414.29835016
-2505380.6320054 , 4662740.1044606  , 3546414.29835016
